ID,Date,Overflow,lastEmptied,wasAccessible,Compartment,fillPercentage
1,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,1,92
1,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,2,51
2,2025-02-25 12:52:40,0,2025-02-11 12:52:40,1,1,24
2,2025-02-25 12:52:40,0,2025-02-11 12:52:40,1,2,13
3,2025-02-25 12:52:40,0,2025-02-11 12:52:40,1,1,47
3,2025-02-25 12:52:40,0,2025-02-11 12:52:40,1,2,16
4,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,1,35
4,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,2,0
5,2025-02-25 12:52:40,0,2025-02-12 12:52:40,0,1,8
5,2025-02-25 12:52:40,0,2025-02-12 12:52:40,0,2,7
6,2025-02-25 12:52:40,0,2025-02-19 12:52:40,1,1,59
6,2025-02-25 12:52:40,0,2025-02-19 12:52:40,1,2,53
7,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,1,26
7,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,2,90
8,2025-02-25 12:52:40,0,2025-02-24 12:52:40,0,1,79
8,2025-02-25 12:52:40,0,2025-02-24 12:52:40,0,2,17
9,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,1,21
9,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,2,20
10,2025-02-25 12:52:40,0,2025-02-18 12:52:40,0,1,30
10,2025-02-25 12:52:40,1,2025-02-18 12:52:40,0,2,96
11,2025-02-25 12:52:40,0,2025-02-23 12:52:40,1,1,13
11,2025-02-25 12:52:40,1,2025-02-23 12:52:40,1,2,98
12,2025-02-25 12:52:40,0,2025-02-22 12:52:40,0,1,63
12,2025-02-25 12:52:40,0,2025-02-22 12:52:40,0,2,94
13,2025-02-25 12:52:40,0,2025-02-22 12:52:40,0,1,8
13,2025-02-25 12:52:40,0,2025-02-22 12:52:40,0,2,72
14,2025-02-25 12:52:40,0,2025-02-12 12:52:40,1,1,24
14,2025-02-25 12:52:40,0,2025-02-12 12:52:40,1,2,63
15,2025-02-25 12:52:40,0,2025-02-20 12:52:40,0,1,94
15,2025-02-25 12:52:40,0,2025-02-20 12:52:40,0,2,17
16,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,1,41
16,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,2,50
17,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,1,14
17,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,2,50
18,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,1,66
18,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,2,10
19,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,1,5
19,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,2,11
20,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,1,28
20,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,2,16
21,2025-02-25 12:52:40,0,2025-02-20 12:52:40,1,1,24
21,2025-02-25 12:52:40,0,2025-02-20 12:52:40,1,2,80
22,2025-02-25 12:52:40,0,2025-02-17 12:52:40,0,1,63
22,2025-02-25 12:52:40,0,2025-02-17 12:52:40,0,2,79
23,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,1,65
23,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,2,18
24,2025-02-25 12:52:40,0,2025-02-12 12:52:40,0,1,54
24,2025-02-25 12:52:40,0,2025-02-12 12:52:40,0,2,3
25,2025-02-25 12:52:40,0,2025-02-13 12:52:40,0,1,25
25,2025-02-25 12:52:40,0,2025-02-13 12:52:40,0,2,83
26,2025-02-25 12:52:40,0,2025-02-15 12:52:40,1,1,89
26,2025-02-25 12:52:40,0,2025-02-15 12:52:40,1,2,21
27,2025-02-25 12:52:40,0,2025-02-24 12:52:40,0,1,57
27,2025-02-25 12:52:40,0,2025-02-24 12:52:40,0,2,25
28,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,1,74
28,2025-02-25 12:52:40,0,2025-02-18 12:52:40,1,2,2
29,2025-02-25 12:52:40,0,2025-02-13 12:52:40,1,1,21
29,2025-02-25 12:52:40,1,2025-02-13 12:52:40,1,2,97
30,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,1,58
30,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,2,2
31,2025-02-25 12:52:40,0,2025-02-16 12:52:40,1,1,70
31,2025-02-25 12:52:40,0,2025-02-16 12:52:40,1,2,14
32,2025-02-25 12:52:40,0,2025-02-17 12:52:40,0,1,81
32,2025-02-25 12:52:40,0,2025-02-17 12:52:40,0,2,4
33,2025-02-25 12:52:40,0,2025-02-20 12:52:40,1,1,46
33,2025-02-25 12:52:40,0,2025-02-20 12:52:40,1,2,31
34,2025-02-25 12:52:40,0,2025-02-23 12:52:40,0,1,42
34,2025-02-25 12:52:40,0,2025-02-23 12:52:40,0,2,13
35,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,1,26
35,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,2,50
36,2025-02-25 12:52:40,0,2025-02-20 12:52:40,0,1,65
36,2025-02-25 12:52:40,0,2025-02-20 12:52:40,0,2,35
37,2025-02-25 12:52:40,1,2025-02-20 12:52:40,0,1,99
37,2025-02-25 12:52:40,0,2025-02-20 12:52:40,0,2,45
38,2025-02-25 12:52:40,0,2025-02-23 12:52:40,1,1,56
38,2025-02-25 12:52:40,0,2025-02-23 12:52:40,1,2,59
39,2025-02-25 12:52:40,0,2025-02-15 12:52:40,0,1,50
39,2025-02-25 12:52:40,0,2025-02-15 12:52:40,0,2,23
40,2025-02-25 12:52:40,0,2025-02-12 12:52:40,1,1,6
40,2025-02-25 12:52:40,1,2025-02-12 12:52:40,1,2,96
41,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,1,79
41,2025-02-25 12:52:40,0,2025-02-24 12:52:40,1,2,15
42,2025-02-25 12:52:40,0,2025-02-11 12:52:40,1,1,2
42,2025-02-25 12:52:40,0,2025-02-11 12:52:40,1,2,91
43,2025-02-25 12:52:40,0,2025-02-19 12:52:40,1,1,15
43,2025-02-25 12:52:40,0,2025-02-19 12:52:40,1,2,51
44,2025-02-25 12:52:40,0,2025-02-19 12:52:40,1,1,3
44,2025-02-25 12:52:40,0,2025-02-19 12:52:40,1,2,95
45,2025-02-25 12:52:40,0,2025-02-24 12:52:40,0,1,23
45,2025-02-25 12:52:40,0,2025-02-24 12:52:40,0,2,20
46,2025-02-25 12:52:40,0,2025-02-14 12:52:40,1,1,25
46,2025-02-25 12:52:40,0,2025-02-14 12:52:40,1,2,1
47,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,1,35
47,2025-02-25 12:52:40,0,2025-02-16 12:52:40,0,2,24
48,2025-02-25 12:52:40,0,2025-02-12 12:52:40,0,1,60
48,2025-02-25 12:52:40,0,2025-02-12 12:52:40,0,2,55
49,2025-02-25 12:52:40,0,2025-02-11 12:52:40,0,1,22
49,2025-02-25 12:52:40,0,2025-02-11 12:52:40,0,2,86
50,2025-02-25 12:52:40,0,2025-02-21 12:52:40,0,1,60
50,2025-02-25 12:52:40,0,2025-02-21 12:52:40,0,2,60
