ID,Date,Overflow,lastEmptied,wasAccessible,Compartment,fillPercentage
1,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,1,76
1,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,2,2
2,2025-02-18 12:52:40,0,2025-02-10 12:52:40,0,1,81
2,2025-02-18 12:52:40,0,2025-02-10 12:52:40,0,2,47
3,2025-02-18 12:52:40,0,2025-02-15 12:52:40,1,1,28
3,2025-02-18 12:52:40,0,2025-02-15 12:52:40,1,2,88
4,2025-02-18 12:52:40,0,2025-02-07 12:52:40,0,1,26
4,2025-02-18 12:52:40,0,2025-02-07 12:52:40,0,2,68
5,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,1,59
5,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,2,54
6,2025-02-18 12:52:40,0,2025-02-07 12:52:40,1,1,70
6,2025-02-18 12:52:40,0,2025-02-07 12:52:40,1,2,94
7,2025-02-18 12:52:40,0,2025-02-16 12:52:40,0,1,18
7,2025-02-18 12:52:40,0,2025-02-16 12:52:40,0,2,34
8,2025-02-18 12:52:40,0,2025-02-09 12:52:40,0,1,77
8,2025-02-18 12:52:40,0,2025-02-09 12:52:40,0,2,66
9,2025-02-18 12:52:40,0,2025-02-14 12:52:40,1,1,45
9,2025-02-18 12:52:40,0,2025-02-14 12:52:40,1,2,94
10,2025-02-18 12:52:40,0,2025-02-08 12:52:40,0,1,40
10,2025-02-18 12:52:40,1,2025-02-08 12:52:40,0,2,100
11,2025-02-18 12:52:40,0,2025-02-10 12:52:40,0,1,66
11,2025-02-18 12:52:40,0,2025-02-10 12:52:40,0,2,35
12,2025-02-18 12:52:40,0,2025-02-09 12:52:40,0,1,32
12,2025-02-18 12:52:40,0,2025-02-09 12:52:40,0,2,84
13,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,1,53
13,2025-02-18 12:52:40,0,2025-02-12 12:52:40,1,2,37
