ID,Date,Overflow,lastEmptied,wasAccessible,Compartment,fillPercentage
1,2025-02-04 12:52:40,0,2025-01-29 12:52:40,0,1,65
1,2025-02-04 12:52:40,0,2025-01-29 12:52:40,0,2,83
2,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,1,24
2,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,2,6
3,2025-02-04 12:52:40,0,2025-02-02 12:52:40,1,1,37
3,2025-02-04 12:52:40,0,2025-02-02 12:52:40,1,2,70
4,2025-02-04 12:52:40,0,2025-01-29 12:52:40,1,1,59
4,2025-02-04 12:52:40,0,2025-01-29 12:52:40,1,2,72
5,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,1,14
5,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,2,37
6,2025-02-04 12:52:40,0,2025-01-21 12:52:40,0,1,17
6,2025-02-04 12:52:40,0,2025-01-21 12:52:40,0,2,70
7,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,1,4
7,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,2,4
8,2025-02-04 12:52:40,1,2025-01-23 12:52:40,1,1,96
8,2025-02-04 12:52:40,0,2025-01-23 12:52:40,1,2,58
9,2025-02-04 12:52:40,0,2025-01-27 12:52:40,0,1,30
9,2025-02-04 12:52:40,0,2025-01-27 12:52:40,0,2,87
10,2025-02-04 12:52:40,0,2025-02-02 12:52:40,0,1,0
10,2025-02-04 12:52:40,0,2025-02-02 12:52:40,0,2,50
11,2025-02-04 12:52:40,0,2025-01-26 12:52:40,0,1,17
11,2025-02-04 12:52:40,1,2025-01-26 12:52:40,0,2,96
12,2025-02-04 12:52:40,0,2025-01-21 12:52:40,0,1,5
12,2025-02-04 12:52:40,0,2025-01-21 12:52:40,0,2,40
13,2025-02-04 12:52:40,1,2025-01-24 12:52:40,0,1,97
13,2025-02-04 12:52:40,0,2025-01-24 12:52:40,0,2,57
14,2025-02-04 12:52:40,0,2025-01-23 12:52:40,0,1,66
14,2025-02-04 12:52:40,0,2025-01-23 12:52:40,0,2,82
15,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,1,8
15,2025-02-04 12:52:40,0,2025-01-25 12:52:40,0,2,55
16,2025-02-04 12:52:40,1,2025-01-25 12:52:40,1,1,100
16,2025-02-04 12:52:40,0,2025-01-25 12:52:40,1,2,54
17,2025-02-04 12:52:40,0,2025-01-28 12:52:40,0,1,91
17,2025-02-04 12:52:40,0,2025-01-28 12:52:40,0,2,24
18,2025-02-04 12:52:40,0,2025-01-26 12:52:40,1,1,10
18,2025-02-04 12:52:40,0,2025-01-26 12:52:40,1,2,89
19,2025-02-04 12:52:40,0,2025-02-01 12:52:40,0,1,78
